Thread  	Address                 	Instruction                     	Result                                  	
000022D8	.text:08048689          	add     eax, edx                	CF=0 AF=0                               	
000022D8	.text:0804868B          	movzx   eax, byte ptr [eax]     	EAX=00000031                            	
000022D8	.text:0804868E          	test    al, al                  	PF=0 SF=0                               	
000022D8	.text:08048690          	jnz     short loc_80486B7       	                                        	
000022D8	.text:loc_80486B7       	mov     eax, 4                  	EAX=00000004                            	
000022D8	.text:080486BC          	mov     ebx, 1                  	EBX=00000001                            	
000022D8	.text:080486C1          	lea     ecx, [ebp-32h]          	ECX=FF9AB2A6                            	
000022D8	.text:080486C4          	mov     edx, 6                  	EDX=00000006                            	
000022D8	.text:080486C9          	int     80h; LINUX - sys_write  	EAX=00000006                            	
000022D8	.text:loc_80486CB       	add     esp, 40h                	ESP=FF9AB2D4 PF=1 SF=1                  	
000022D8	.text:080486CE          	pop     ebx                     	EBX=FF9AB341 ESP=FF9AB2D8               	
000022D8	.text:080486CF          	pop     ebp                     	EBP=FF9AB318 ESP=FF9AB2DC               	
000022D8	.text:080486D0          	retn                            	ESP=FF9AB2E0                            	
000022D8	.text:08048578          	add     esp, 10h                	ESP=FF9AB2F0                            	
000022D8	.text:0804857B          	lea     esp, [ebp-0Ch]          	ESP=FF9AB30C                            	
000022D8	.text:0804857E          	pop     ebx                     	EBX=00000000 ESP=FF9AB310               	
000022D8	.text:0804857F          	pop     esi                     	ESI=FF9AB444 ESP=FF9AB314               	
000022D8	.text:08048580          	pop     edi                     	EDI=FF9AB360 ESP=FF9AB318               	
000022D8	.text:08048581          	pop     ebp                     	EBP=FF9AB378 ESP=FF9AB31C               	
000022D8	.text:08048582          	retn                            	ESP=FF9AB320                            	
000022D8	.text:0804847C          	add     esp, 10h                	ESP=FF9AB330                            	
000022D8	.text:0804847F          	mov     eax, 0                  	EAX=00000000                            	
000022D8	.text:08048484          	lea     esp, [ebp-0Ch]          	ESP=FF9AB36C                            	
000022D8	.text:08048487          	pop     ecx                     	ECX=FF9AB390 ESP=FF9AB370               	
000022D8	.text:08048488          	pop     ebx                     	EBX=F7F22000 ESP=FF9AB374               	
000022D8	.text:08048489          	pop     edi                     	EDI=F7F71B80 ESP=FF9AB378               	
000022D8	.text:0804848A          	pop     ebp                     	EBP=F7F72020 ESP=FF9AB37C               	
000022D8	.text:0804848B          	lea     esp, [ecx-4]            	ESP=FF9AB38C                            	
000022D8	.text:0804848E          	retn                            	ESP=FF9AB390                            	
000022D8	libc.so.6:__libc_init_first+89	add     esp, 10h                	ESP=FF9AB3A0                            	
000022D8	libc.so.6:loc_F7D1951C  	sub     esp, 0Ch                	ESP=FF9AB394 PF=0 AF=1                  	
000022D8	libc.so.6:__libc_init_first+8F	push    eax                     	ESP=FF9AB390                            	
